,city,category,property,price,currency,min_price,max_price
1020,Cologne,Markets,Cigarettes 20 Pack (Marlboro),8.00,€,7.50,10.00
1022,Cologne,Transportation,One-way Ticket (Local Transport),3.00,€,2.37,3.10
1023,Cologne,Transportation,Monthly Pass (Regular Price),100.00,€,75.00,110.00
1024,Cologne,Transportation,Taxi Start (Normal Tariff),3.75,€,2.99,5.00
1025,Cologne,Transportation,Taxi 1km (Normal Tariff),2.05,€,1.80,2.50
1026,Cologne,Transportation,Taxi 1hour Waiting (Normal Tariff),30.00,€,25.00,34.80
1027,Cologne,Transportation,Gasoline (1 liter),1.97,€,1.74,2.20
1028,Cologne,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"23,597.50",€,"20,000.00","33,000.00"
1029,Cologne,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"29,000.00",€,"25,000.00","30,000.00"
1031,Cologne,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",271.68,€,150.00,425.00
1032,Cologne,Utilities (Monthly),1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),0.12,€,0.09,0.12
1033,Cologne,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",34.22,€,25.00,50.00
1035,Cologne,Internet (60 Mbps,"Fitness Club, Monthly Fee for 1 Adult",32.50,€,20.00,60.00
1036,Cologne,Internet (60 Mbps,Tennis Court Rent (1 Hour on Weekend),27.58,€,15.00,40.00
1037,Cologne,Internet (60 Mbps,"Cinema, International Release, 1 Seat",12.00,€,9.00,14.95
1039,Cologne,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",642.67,€,350.00,900.00
1040,Cologne,Childcare,"International Primary School, Yearly for 1 Child","11,600.00",€,"4,800.00","15,000.00"
1042,Cologne,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),85.55,€,49.00,110.00
1043,Cologne,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",31.25,€,20.00,50.00
1044,Cologne,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),79.25,€,50.00,120.00
1045,Cologne,Clothing And Shoes,1 Pair of Men Leather Business Shoes,98.89,€,60.00,150.00
1047,Cologne,Rent Per Month,Apartment (1 bedroom) in City Centre,878.10,€,650.00,"1,100.00"
1048,Cologne,Rent Per Month,Apartment (1 bedroom) Outside of Centre,707.25,€,600.00,850.00
1049,Cologne,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,787.19",€,"1,295.00","3,000.00"
1050,Cologne,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,265.59",€,900.00,"2,000.00"
1052,Cologne,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment in City Centre,"5,712.50",€,"5,500.00","7,500.00"
1053,Cologne,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment Outside of Centre,"4,425.00",€,"3,500.00","5,000.00"
1055,Dusseldorf,Restaurants,"Meal, Inexpensive Restaurant",15.00,€,10.00,20.00
1056,Dusseldorf,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",60.00,€,45.00,95.00
1057,Dusseldorf,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),9.00,€,8.40,10.00
1058,Dusseldorf,Restaurants,Domestic Beer (0.5 liter draught),4.50,€,3.00,5.50
1059,Dusseldorf,Restaurants,Imported Beer (0.33 liter bottle),4.00,€,3.00,5.50
1060,Dusseldorf,Restaurants,Cappuccino (regular),3.35,€,2.00,5.00
1061,Dusseldorf,Restaurants,Coke/Pepsi (0.33 liter bottle),2.83,€,2.00,3.50
1062,Dusseldorf,Restaurants,Water (0.33 liter bottle),2.52,€,2.00,3.00
1064,Dusseldorf,Markets,"Milk (regular), (1 liter)",1.28,€,0.75,1.83
1065,Dusseldorf,Markets,Loaf of Fresh White Bread (500g),2.27,€,1.20,3.50
1066,Dusseldorf,Markets,"Rice (white), (1kg)",2.40,€,1.00,4.00
1067,Dusseldorf,Markets,Eggs (regular) (12),2.92,€,1.20,4.20
1068,Dusseldorf,Markets,Local Cheese (1kg),15.79,€,8.00,30.00
1069,Dusseldorf,Markets,Chicken Fillets (1kg),8.61,€,4.00,14.00
1070,Dusseldorf,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),15.50,€,9.00,24.00
1071,Dusseldorf,Markets,Apples (1kg),2.44,€,2.00,3.00
1072,Dusseldorf,Markets,Banana (1kg),1.65,€,1.29,3.00
1073,Dusseldorf,Markets,Oranges (1kg),1.99,€,0.90,3.00
1074,Dusseldorf,Markets,Tomato (1kg),1.56,€,0.79,3.00
1075,Dusseldorf,Markets,Potato (1kg),2.11,€,0.75,3.00
1076,Dusseldorf,Markets,Onion (1kg),1.33,€,0.89,2.00
1077,Dusseldorf,Markets,Lettuce (1 head),1.52,€,0.60,2.00
1078,Dusseldorf,Markets,Water (1.5 liter bottle),0.70,€,0.30,1.50
1079,Dusseldorf,Markets,Bottle of Wine (Mid-Range),6.00,€,4.00,12.00
1080,Dusseldorf,Markets,Domestic Beer (0.5 liter bottle),0.83,€,0.50,1.20
1081,Dusseldorf,Markets,Imported Beer (0.33 liter bottle),1.72,€,0.85,2.40
1082,Dusseldorf,Markets,Cigarettes 20 Pack (Marlboro),8.00,€,7.50,10.00
1084,Dusseldorf,Transportation,One-way Ticket (Local Transport),3.00,€,3.00,3.10
1085,Dusseldorf,Transportation,Monthly Pass (Regular Price),74.00,€,60.00,85.00
1086,Dusseldorf,Transportation,Taxi Start (Normal Tariff),4.90,€,4.50,6.00
1087,Dusseldorf,Transportation,Taxi 1km (Normal Tariff),2.20,€,1.85,3.00
1088,Dusseldorf,Transportation,Taxi 1hour Waiting (Normal Tariff),30.60,€,20.00,50.00
1089,Dusseldorf,Transportation,Gasoline (1 liter),2.02,€,1.74,2.20
1090,Dusseldorf,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"25,000.00",€,"20,000.00","28,365.00"
1091,Dusseldorf,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"25,056.67",€,"20,000.00","25,170.00"
1093,Dusseldorf,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",244.42,€,163.46,420.00
1094,Dusseldorf,Utilities (Monthly),1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),0.14,€,0.10,0.20
1095,Dusseldorf,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",32.99,€,25.00,50.00
1097,Dusseldorf,Internet (60 Mbps,"Fitness Club, Monthly Fee for 1 Adult",36.08,€,20.00,60.00
1098,Dusseldorf,Internet (60 Mbps,Tennis Court Rent (1 Hour on Weekend),20.50,€,18.00,22.00
1099,Dusseldorf,Internet (60 Mbps,"Cinema, International Release, 1 Seat",12.00,€,10.00,15.00
1101,Dusseldorf,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",466.67,€,200.00,"1,000.00"
1102,Dusseldorf,Childcare,"International Primary School, Yearly for 1 Child","18,983.33",€,"14,400.00","23,000.00"
1104,Dusseldorf,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),99.09,€,50.00,120.00
1105,Dusseldorf,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",38.43,€,19.00,60.00
1106,Dusseldorf,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),78.33,€,40.00,100.00
1107,Dusseldorf,Clothing And Shoes,1 Pair of Men Leather Business Shoes,106.88,€,70.00,160.00
1109,Dusseldorf,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,006.90",€,750.00,"1,500.00"
1110,Dusseldorf,Rent Per Month,Apartment (1 bedroom) Outside of Centre,761.32,€,600.00,"1,250.00"
1111,Dusseldorf,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,883.00",€,"1,500.00","2,500.00"
1112,Dusseldorf,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,395.88",€,"1,200.00","2,000.00"
1114,Dusseldorf,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment in City Centre,"6,818.75",€,"5,400.00","9,000.00"
1115,Dusseldorf,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment Outside of Centre,"5,734.38",€,"4,975.00","6,700.00"
1117,Essen,Restaurants,"Meal, Inexpensive Restaurant",12.00,€,7.00,15.00
1118,Essen,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",60.00,€,50.00,70.00
1119,Essen,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),9.25,€,8.00,11.00
1120,Essen,Restaurants,Domestic Beer (0.5 liter draught),3.80,€,2.99,4.00
1121,Essen,Restaurants,Imported Beer (0.33 liter bottle),3.00,€,3.00,3.50
1122,Essen,Restaurants,Cappuccino (regular),2.86,€,2.00,3.00
1123,Essen,Restaurants,Coke/Pepsi (0.33 liter bottle),2.50,€,2.00,3.00
1124,Essen,Restaurants,Water (0.33 liter bottle),1.56,€,1.50,3.00
1126,Essen,Markets,"Milk (regular), (1 liter)",1.02,€,0.80,1.25
1127,Essen,Markets,Loaf of Fresh White Bread (500g),2.17,€,1.00,3.50
1128,Essen,Markets,"Rice (white), (1kg)",1.92,€,1.40,3.00
1129,Essen,Markets,Eggs (regular) (12),2.76,€,1.80,3.84
1130,Essen,Markets,Local Cheese (1kg),13.96,€,9.00,30.00
1131,Essen,Markets,Chicken Fillets (1kg),6.41,€,3.60,10.00
1132,Essen,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),10.88,€,8.00,20.00
1133,Essen,Markets,Apples (1kg),2.66,€,1.25,2.99
1134,Essen,Markets,Banana (1kg),1.67,€,1.59,2.29
1135,Essen,Markets,Oranges (1kg),1.98,€,0.93,2.99
1136,Essen,Markets,Tomato (1kg),0.79,€,0.79,1.10
1137,Essen,Markets,Potato (1kg),2.15,€,1.00,3.00
1138,Essen,Markets,Onion (1kg),1.09,€,0.89,1.50
1139,Essen,Markets,Lettuce (1 head),1.48,€,0.79,2.40
1140,Essen,Markets,Water (1.5 liter bottle),0.58,€,0.20,1.00
1141,Essen,Markets,Bottle of Wine (Mid-Range),3.79,€,3.50,6.99
1142,Essen,Markets,Domestic Beer (0.5 liter bottle),0.55,€,0.53,0.80
1143,Essen,Markets,Imported Beer (0.33 liter bottle),1.90,€,1.10,2.50
1144,Essen,Markets,Cigarettes 20 Pack (Marlboro),7.10,€,6.00,8.00
1146,Essen,Transportation,One-way Ticket (Local Transport),3.00,€,2.90,3.80
1147,Essen,Transportation,Monthly Pass (Regular Price),85.00,€,49.00,94.00
1148,Essen,Transportation,Taxi Start (Normal Tariff),3.50,€,3.00,7.50
1149,Essen,Transportation,Taxi 1km (Normal Tariff),2.00,€,2.00,3.40
1150,Essen,Transportation,Taxi 1hour Waiting (Normal Tariff),31.80,€,31.80,64.70
1151,Essen,Transportation,Gasoline (1 liter),1.96,€,1.70,2.20
1152,Essen,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"23,500.00",€,"17,000.00","30,000.00"
1153,Essen,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"27,000.00",€,"18,000.00","45,000.00"
1155,Essen,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",237.51,€,132.22,350.00
1156,Essen,Utilities (Monthly),1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),0.19,€,0.10,0.33
1157,Essen,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",36.38,€,29.00,50.00
1159,Essen,Internet (60 Mbps,"Fitness Club, Monthly Fee for 1 Adult",26.11,€,15.00,59.00
1160,Essen,Internet (60 Mbps,Tennis Court Rent (1 Hour on Weekend),43.33,€,30.00,35.00
1161,Essen,Internet (60 Mbps,"Cinema, International Release, 1 Seat",10.00,€,8.00,12.50
1163,Essen,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",290.00,€,220.00,400.00
1164,Essen,Childcare,"International Primary School, Yearly for 1 Child","10,200.00",€,,
1166,Essen,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),85.67,€,75.00,99.00
1167,Essen,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",48.00,€,25.00,80.00
1168,Essen,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),81.00,€,40.00,120.00
1169,Essen,Clothing And Shoes,1 Pair of Men Leather Business Shoes,113.33,€,90.00,150.00
1171,Essen,Rent Per Month,Apartment (1 bedroom) in City Centre,708.33,€,550.00,850.00
1172,Essen,Rent Per Month,Apartment (1 bedroom) Outside of Centre,450.00,€,350.00,500.00
1173,Essen,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,057.14",€,700.00,"1,200.00"
1174,Essen,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,864.00,€,770.00,"1,400.00"
1176,Essen,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment in City Centre,"2,533.33",€,"2,300.00","3,000.00"
1177,Essen,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment Outside of Centre,"3,100.00",€,"1,700.00","4,500.00"
1179,Dortmund,Restaurants,"Meal, Inexpensive Restaurant",14.50,€,9.00,20.00
1180,Dortmund,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",50.00,€,35.00,70.00
1181,Dortmund,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),9.00,€,8.00,10.00
1182,Dortmund,Restaurants,Domestic Beer (0.5 liter draught),4.20,€,2.50,5.00
1183,Dortmund,Restaurants,Imported Beer (0.33 liter bottle),3.25,€,2.00,4.00
1184,Dortmund,Restaurants,Cappuccino (regular),3.01,€,1.80,4.45
1185,Dortmund,Restaurants,Coke/Pepsi (0.33 liter bottle),2.35,€,1.50,3.00
1186,Dortmund,Restaurants,Water (0.33 liter bottle),2.01,€,1.80,2.50
1188,Dortmund,Markets,"Milk (regular), (1 liter)",1.06,€,0.79,1.19
1189,Dortmund,Markets,Loaf of Fresh White Bread (500g),2.70,€,0.79,4.50
1190,Dortmund,Markets,"Rice (white), (1kg)",2.36,€,1.89,4.00
1191,Dortmund,Markets,Eggs (regular) (12),3.37,€,1.56,5.00
1192,Dortmund,Markets,Local Cheese (1kg),11.80,€,8.00,12.40
1193,Dortmund,Markets,Chicken Fillets (1kg),7.75,€,4.00,10.00
1194,Dortmund,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),17.75,€,10.00,21.00
1195,Dortmund,Markets,Apples (1kg),2.75,€,1.50,4.00
1196,Dortmund,Markets,Banana (1kg),1.55,€,1.19,1.59
1197,Dortmund,Markets,Oranges (1kg),2.28,€,1.35,3.50
1198,Dortmund,Markets,Tomato (1kg),0.79,€,0.79,2.99
1199,Dortmund,Markets,Potato (1kg),2.20,€,0.50,3.50
1200,Dortmund,Markets,Onion (1kg),0.89,€,0.89,1.99
1201,Dortmund,Markets,Lettuce (1 head),1.75,€,1.20,3.00
1202,Dortmund,Markets,Water (1.5 liter bottle),0.53,€,0.40,2.00
1203,Dortmund,Markets,Bottle of Wine (Mid-Range),5.00,€,4.00,7.00
1204,Dortmund,Markets,Domestic Beer (0.5 liter bottle),0.53,€,0.53,0.80
1205,Dortmund,Markets,Imported Beer (0.33 liter bottle),1.75,€,1.00,2.50
1206,Dortmund,Markets,Cigarettes 20 Pack (Marlboro),7.00,€,6.40,7.50
1208,Dortmund,Transportation,One-way Ticket (Local Transport),3.00,€,2.90,3.30
1209,Dortmund,Transportation,Monthly Pass (Regular Price),70.00,€,58.00,77.73
1210,Dortmund,Transportation,Taxi Start (Normal Tariff),3.50,€,3.20,5.00
1211,Dortmund,Transportation,Taxi 1km (Normal Tariff),1.90,€,1.60,2.00
1212,Dortmund,Transportation,Taxi 1hour Waiting (Normal Tariff),30.00,€,27.00,60.00
1213,Dortmund,Transportation,Gasoline (1 liter),2.08,€,1.74,2.22
1214,Dortmund,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"25,000.00",€,"20,000.00","30,000.00"
1215,Dortmund,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"25,000.00",€,"20,000.00","30,000.00"
1217,Dortmund,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",314.85,€,245.56,425.00
1218,Dortmund,Utilities (Monthly),1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),0.11,€,0.05,0.20
1219,Dortmund,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",35.59,€,30.00,50.00
1221,Dortmund,Internet (60 Mbps,"Fitness Club, Monthly Fee for 1 Adult",25.14,€,19.99,30.00
1222,Dortmund,Internet (60 Mbps,Tennis Court Rent (1 Hour on Weekend),19.00,€,18.00,20.00
1223,Dortmund,Internet (60 Mbps,"Cinema, International Release, 1 Seat",14.00,€,8.50,15.00
1225,Dortmund,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",200.00,€,200.00,200.00
1226,Dortmund,Childcare,"International Primary School, Yearly for 1 Child",?,,,
1228,Dortmund,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),96.67,€,70.00,150.00
1229,Dortmund,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",45.00,€,20.00,70.00
1230,Dortmund,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),94.00,€,30.00,200.00
1231,Dortmund,Clothing And Shoes,1 Pair of Men Leather Business Shoes,180.00,€,60.00,250.00
1233,Dortmund,Rent Per Month,Apartment (1 bedroom) in City Centre,605.00,€,560.00,900.00
1234,Dortmund,Rent Per Month,Apartment (1 bedroom) Outside of Centre,366.67,€,250.00,500.00
1235,Dortmund,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,450.00",€,"1,300.00","1,600.00"
1236,Dortmund,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,800.00,€,,
1238,Dortmund,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment in City Centre,"3,400.00",€,,
1239,Dortmund,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment Outside of Centre,"2,300.00",€,,
